CRASH DATE,CRASH TIME,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,insights,data
9/11/2021,10:20,PARK AVENUE,EAST 80 STREET,,0,0,0,0,0,0,0,0,4456527,Sedan,Sedan,,,,
9/11/2021,0:21,BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,4456034,Sedan,,,,,
9/11/2021,13:29,MERMAID AVENUE,,,0,0,0,0,0,0,0,0,4456014,Sedan,,,,,
9/11/2021,16:30,WHITE PLAINS ROAD,BRONXDALE AVENUE,,0,0,0,0,0,0,0,0,4456477,Sedan,,,,,
7/8/2021,17:56,,,555       CITY ISLAND AVENUE,0,0,0,0,0,0,0,0,4456616,Sedan,Sedan,,,,
9/5/2021,10:30,JEWEL AVENUE,137 STREET,,3,0,0,0,0,0,3,0,4456827,Sedan,Sedan,,,,
9/10/2021,7:04,,,1880      BARTOW AVENUE,2,0,0,0,0,0,2,0,4457015,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/9/2021,10:06,,,2408      OCEAN AVENUE,1,0,0,0,1,0,0,0,4456708,Station Wagon/Sport Utility Vehicle,Bike,,,,
9/11/2021,11:15,MURRAY STREET,BAYSIDE AVENUE,,0,0,0,0,0,0,0,0,4456094,Station Wagon/Sport Utility Vehicle,Sedan,,,,
9/11/2021,3:00,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,4456163,Sedan,,,,,
6/29/2021,18:15,STANHOPE STREET,,,0,0,0,0,0,0,0,0,4456593,Sedan,,,,,
7/7/2021,6:30,ASTORIA BOULEVARD,43 STREET,,0,0,0,0,0,0,0,0,4456566,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
7/7/2021,18:45,,,177       FORT WASHINGTON AVENUE,1,0,1,0,0,0,0,0,4456661,Taxi,,,,,
9/5/2021,5:11,,,318       NEVINS STREET,0,0,0,0,0,0,0,0,4456971,Lunch Wagon,,,,,
7/9/2021,9:26,EAST 54 STREET,SUTTON PLACE SOUTH,,0,0,0,0,0,0,0,0,4456676,Station Wagon/Sport Utility Vehicle,Flat Bed,,,,
9/11/2021,15:06,EAST 48 STREET,FOSTER AVENUE,,2,0,0,0,0,0,2,0,4456201,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
9/7/2021,13:00,1 AVENUE,EAST 21 STREET,,0,0,0,0,0,0,0,0,4456880,Station Wagon/Sport Utility Vehicle,Bike,,,,
7/9/2021,11:45,,,155-25    JAMAICA AVENUE,0,0,0,0,0,0,0,0,4456693,E-Scooter,Sedan,,,,
9/11/2021,2:00,CANAL STREET,BOWERY,,0,0,0,0,0,0,0,0,4456075,Taxi,Sedan,,,,
7/9/2021,1:04,NOSTRAND AVENUE,AVENUE T,,0,0,0,0,0,0,0,0,4456648,Sedan,Sedan,,,,
9/11/2021,12:41,,,2150      MADISON AVENUE,0,0,0,0,0,0,0,0,4456548,Sedan,,,,,
9/11/2021,9:00,UNIVERSITY AVENUE,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,4456984,Sedan,Sedan,Sedan,Sedan,,
6/28/2021,9:20,NEW HAVEN AVENUE,BEACH 13 STREET,,0,0,0,0,0,0,0,0,4456561,Station Wagon/Sport Utility Vehicle,Bus,,,,
9/4/2021,20:48,EAST 149 STREET,COURTLANDT AVENUE,,0,0,0,0,0,0,0,0,4456995,Station Wagon/Sport Utility Vehicle,Bike,,,,
9/7/2021,11:00,,,89-02     130 STREET,1,0,0,0,1,0,0,0,4456856,Station Wagon/Sport Utility Vehicle,Bike,,,,
7/4/2021,18:15,,,1024      BAY 32 STREET,0,0,0,0,0,0,0,0,4456703,Sedan,Station Wagon/Sport Utility Vehicle,,,,
7/7/2021,0:00,,,2152      BARTOW AVENUE,0,0,0,0,0,0,0,0,4456571,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,11:13,CLINTON STREET,CLINTION ST,,0,0,0,0,0,0,0,0,4456118,Sedan,,,,,
12/9/2021,15:17,EAST 211 STREET,HULL AVENUE,,0,0,0,0,0,0,0,0,4485146,Bus,Station Wagon/Sport Utility Vehicle,,,,
12/9/2021,11:45,UNION TURNPIKE,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,4485058,Sedan,Sedan,,,,
12/8/2021,6:45,43 STREET,25 AVENUE,,0,0,0,0,0,0,0,0,4484577,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,
12/9/2021,17:00,WEST STREET,HARRISON STREET,,0,0,0,0,0,0,0,0,4485111,Sedan,Sedan,Sedan,,,
12/9/2021,5:35,CRESCENT STREET,30 DRIVE,,1,0,1,0,0,0,0,0,4485366,Sedan,,,,,
12/10/2021,10:00,3 AVENUE,,,0,0,0,0,0,0,0,0,4485285,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,,,,
12/10/2021,0:00,3 AVENUE,56 STREET,,1,0,0,0,0,0,1,0,4485278,Station Wagon/Sport Utility Vehicle,Sedan,,,,
12/8/2021,9:25,RUTLEDGE STREET,WYTHE AVENUE,,1,0,1,0,0,0,0,0,4484818,Station Wagon/Sport Utility Vehicle,,,,,
12/9/2021,22:15,,,242       WEST 36 STREET,0,0,0,0,0,0,0,0,4485613,Van,Sedan,,,,
3/26/2022,2:01,WEST 180 STREET,PINEHURST AVENUE,,0,0,0,0,0,0,0,0,4513779,Sedan,Sedan,,,,
3/26/2022,3:40,UNION AVENUE,HARRISON AVENUE,,0,0,0,0,0,0,0,0,4514083,Sedan,Sedan,,,,
3/26/2022,10:00,32 AVENUE,93 STREET,,0,0,0,0,0,0,0,0,4513519,Pick-up Truck,,,,,
3/26/2022,23:23,1 AVENUE,,,1,0,0,0,1,0,0,0,4513898,E-Bike,,,,,
3/26/2022,20:10,BOWNE STREET,,,1,0,1,0,0,0,0,0,4513603,Station Wagon/Sport Utility Vehicle,,,,,
3/26/2022,23:32,REEVES AVENUE,148 STREET,,0,0,0,0,0,0,0,0,4513928,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/26/2022,14:05,NARROWS ROAD NORTH,TARGEE STREET,,3,0,0,0,0,0,3,0,4513707,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/4/2021,17:00,EMMONS AVENUE,EAST 26 STREET,,1,0,0,0,0,0,1,0,4404427,Sedan,Sedan,,,,
4/16/2021,23:30,VERRAZANO BRIDGE LOWER,,,0,0,0,0,0,0,0,0,4408179,Sedan,Sedan,Sedan,,,
4/17/2021,4:07,STOCKHOLM STREET,,,0,0,0,0,0,0,0,0,4408680,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,7:10,EAST 138 STREET,BRUCKNER BOULEVARD,,1,0,1,0,0,0,0,0,4408765,Station Wagon/Sport Utility Vehicle,,,,,
3/25/2021,20:00,82 STREET,GRAND AVENUE,,0,0,0,0,0,0,0,0,4408756,Sedan,Sedan,Sedan,bus,,
4/12/2021,17:20,MELROSE AVENUE,EAST 157 STREET,,1,0,1,0,0,0,0,0,4408774,Sedan,,,,,
3/26/2022,15:58,GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,4513891,Pick-up Truck,Sedan,,,,
4/16/2021,20:30,KNICKERBOCKER AVENUE,,,0,0,0,0,0,0,0,0,4408677,Station Wagon/Sport Utility Vehicle,,,,,
3/30/2021,18:20,WEST 46 STREET,,,2,0,1,0,1,0,0,0,4408761,Bike,,,,,
4/12/2021,9:00,STOCKHOLM STREET,,,0,0,0,0,0,0,0,0,4408685,Sedan,Sedan,,,,
4/1/2021,9:00,BRIGHTON 4 STREET,,,0,0,0,0,0,0,0,0,4408738,Sedan,,,,,
3/30/2021,11:42,FILLMORE AVENUE,EAST 34 STREET,,1,0,0,0,1,0,0,0,4403283,Sedan,Bike,,,,
4/15/2021,8:40,,,812       PARK AVENUE,1,0,0,0,0,0,0,0,4408736,Sedan,E-Scooter,,,,
4/6/2021,15:59,WEST 48 STREET,9 AVENUE,,1,0,0,0,0,0,0,0,4408762,Taxi,E-Scooter,,,,
3/25/2022,18:57,12 AVENUE,WEST 38 STREET,,1,0,0,0,0,0,1,0,4514240,Motorcycle,Motorcycle,,,,
3/26/2022,23:00,SCHENECTADY AVENUE,,,1,0,1,0,0,0,0,0,4513802,Station Wagon/Sport Utility Vehicle,,,,,
3/26/2022,21:22,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,4514253,Sedan,Station Wagon/Sport Utility Vehicle,,,,
3/26/2022,3:37,MACE AVENUE,CRUGER AVENUE,,0,0,0,0,0,0,0,0,4513483,Sedan,,,,,
3/24/2022,9:36,WEST 71 STREET,RIVERSIDE BOULEVARD,,0,0,0,0,0,0,0,0,4514303,Sedan,Sedan,Sedan,,,
3/25/2022,2:02,BRUCKNER BOULEVARD,BRONX RIVER PARKWAY,,1,0,0,0,0,0,1,0,4514188,Taxi,Sedan,,,,
12/17/2021,21:00,REVIEW AVENUE,37 STREET,,0,0,0,0,0,0,0,0,4487311,Sedan,,,,,
9/12/2021,2:21,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,4455960,Sedan,Sedan,,,,
4/17/2021,23:40,,,260       EAST 21 STREET,1,0,0,0,0,0,1,0,4408048,Sedan,Sedan,Sedan,Sedan,Sedan,
4/17/2021,23:35,BEDFORD AVENUE,SHORE PARKWAY,,0,0,0,0,0,0,0,0,4408340,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,17:45,115 AVENUE,127 STREET,,3,0,0,0,0,0,3,0,4408169,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
4/16/2021,20:55,SUTTER AVENUE,SHEPHERD AVENUE,,2,0,0,0,0,0,2,0,4408579,Sedan,Sedan,,,,
4/9/2021,10:36,,,2711      SNYDER AVENUE,0,0,0,0,0,0,0,0,4408548,Sedan,,,,,
4/17/2021,2:01,QUEENSBORO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,4407874,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,0:00,,,2817      FOSTER AVENUE,0,0,0,0,0,0,0,0,4408134,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/15/2021,15:15,UNDERHILL AVENUE,WATSON AVENUE,,1,0,0,0,0,0,1,0,4408451,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,15:58,BRONX WHITESTONE BRIDGE,,,4,0,0,0,0,0,4,0,4408207,Sedan,Sedan,,,,
4/17/2021,13:30,,,2425      NOSTRAND AVENUE,2,0,0,0,0,0,2,0,4408519,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,4:15,NORTH CONDUIT AVENUE,144 AVENUE,,0,0,0,0,0,0,0,0,4407887,Sedan,,,,,
4/17/2021,23:40,BRONX RIVER PARKWAY RAMP,,,1,0,0,0,0,0,1,0,4408228,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,0:00,CONEY ISLAND AVENUE,AVENUE M,,1,0,0,0,0,0,1,0,4408570,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,18:39,,,2704      KINGSBRIDGE TERRACE,1,0,1,0,0,0,0,0,4408664,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,11:09,GOETHALS ROAD NORTH,SOUTH AVENUE,,0,0,0,0,0,0,0,0,4408498,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,1:50,,,74-05     37 AVENUE,1,0,1,0,0,0,0,0,4407921,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,17:00,HUNTER STREET,42 ROAD,,0,0,0,0,0,0,0,0,4408010,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,11:50,,,937       FLUSHING AVENUE,0,0,0,0,0,0,0,0,4408357,Tractor Truck Diesel,Sedan,,,,
4/17/2021,23:55,,,107-58    142 STREET,1,0,1,0,0,0,0,0,4408415,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,14:35,,,1268      COMMONWLTH AVENUE,0,0,0,0,0,0,0,0,4408455,Sedan,,,,,
4/17/2021,18:40,WATSON AVENUE,ROSEDALE AVENUE,,0,0,0,0,0,0,0,0,4408469,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,15:00,CROSS ISLAND PARKWAY,,,1,0,0,0,0,0,1,0,4407984,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,11:15,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,4407951,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
4/17/2021,15:30,SOUTH CONDUIT AVENUE,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,4407978,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,
4/17/2021,0:00,143 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,4407955,Sedan,,,,,
4/17/2021,5:00,DYER AVENUE,WEST 40 STREET,,0,0,0,0,0,0,0,0,4408598,Sedan,Tractor Truck Diesel,,,,
4/17/2021,21:00,128 STREET,,,1,0,0,0,0,0,1,0,4408006,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,12:15,60 AVENUE,150 STREET,,0,0,0,0,0,0,0,0,4407935,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,0:00,CROSS BRONX EXPY,,,1,0,0,0,0,0,1,0,4408468,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,14:40,SAINT NICHOLAS AVENUE,,,0,0,0,0,0,0,0,0,4408182,Sedan,Bike,,,,
4/17/2021,11:00,WEST 163 STREET,BROADWAY,,0,0,0,0,0,0,0,0,4408277,Van,Sedan,,,,
4/16/2021,11:20,7 AVENUE,WEST 132 STREET,,0,0,0,0,0,0,0,0,4408489,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,11:38,DECATUR AVENUE,EAST 205 STREET,,0,0,0,0,0,0,0,0,4408430,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
4/14/2021,20:55,,,747       ROGERS AVENUE,2,0,0,0,0,0,2,0,4408475,Sedan,Sedan,Sedan,,,
4/17/2021,12:50,ELIZABETH STREET,BAYARD STREET,,0,0,0,0,0,0,0,0,4407944,Sedan,Sedan,,,,
4/17/2021,1:07,THROGS NECK BRIDGE,,,0,0,0,0,0,0,0,0,4407989,Sedan,Sedan,,,,
4/17/2021,14:22,,,1872      WEBSTER AVENUE,1,0,0,0,0,0,1,0,4408148,Sedan,Sedan,,,,
4/17/2021,17:55,LIBERTY AVENUE,,,4,0,0,0,0,0,4,0,4408413,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,10:20,EAST 59 STREET,AVENUE N,,1,0,0,0,0,0,1,0,4408533,Sedan,Sedan,,,,
4/17/2021,22:40,65 STREET,43 AVENUE,,0,0,0,0,0,0,0,0,4408011,Sedan,Sedan,,,,
4/17/2021,22:14,MERRICK BOULEVARD,180 STREET,,0,0,0,0,0,0,0,0,4408088,Station Wagon/Sport Utility Vehicle,,,,,
4/9/2021,2:15,BROADWAY,FLUSHING AVENUE,,2,0,0,0,0,0,2,0,4408615,Sedan,Sedan,,,,
4/17/2021,9:30,62 STREET,,,1,0,0,0,0,0,1,0,4407963,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,21:25,HARLEM RIVER DRIVE,,,0,0,0,0,0,0,0,0,4408518,Sedan,,,,,
4/17/2021,22:45,WEST 49 STREET,,,0,0,0,0,0,0,0,0,4408442,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,15:00,HYLAN BOULEVARD,,,0,0,0,0,0,0,0,0,4408460,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,15:59,TRIBOROUGH BRIDGE,,,0,0,0,0,0,0,0,0,4408510,Sedan,Sedan,,,,
4/15/2021,19:34,MARION AVENUE,EAST 184 STREET,,1,0,0,0,0,0,1,0,4408589,Sedan,Sedan,,,,
4/17/2021,19:42,,,4063      BOSTON ROAD,0,0,0,0,0,0,0,0,4408174,Sedan,,,,,
4/7/2021,3:26,,,87        EAST 54 STREET,0,0,0,0,0,0,0,0,4408554,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,23:38,BORDEN AVENUE,CLINTON AVENUE,,1,0,0,0,0,0,1,0,4408251,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,0:05,,,812       UTICA AVENUE,0,0,0,0,0,0,0,0,4408127,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,14:30,30 AVENUE,45 STREET,,1,0,0,0,0,0,1,0,4408022,Moped,,,,,
4/15/2021,8:00,FLATBUSH AVENUE,AVENUE V,,1,0,0,0,0,0,1,0,4408524,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,21:00,,,1029      EAST 163 STREET,2,0,0,0,0,0,2,0,4408319,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,17:25,LINDEN BOULEVARD,CHURCH AVENUE,,1,0,0,0,0,0,1,0,4408135,Sedan,Station Wagon/Sport Utility Vehicle,,,,
3/26/2022,2:55,,,1019      EAST 228 STREET,1,0,0,0,0,0,1,0,4514049,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/16/2021,15:57,FDR DRIVE,,,0,0,0,0,0,0,0,0,4408564,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,3:05,48 STREET,48 AVENUE,,0,0,0,0,0,0,0,0,4407878,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,12:00,LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,4408641,Sedan,Sedan,,,,
4/17/2021,22:22,LINDEN BOULEVARD,STONE AVENUE,,2,0,0,0,0,0,2,0,4408074,Sedan,Sedan,,,,
4/16/2021,21:30,FOREST HILL ROAD,WILLOWBROOK ROAD,,0,0,0,0,0,0,0,0,4408505,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/12/2021,11:40,EASTERN PARKWAY,,,0,0,0,0,0,0,0,0,4408546,Taxi,Sedan,,,,
4/17/2021,4:54,,,305       89 STREET,0,0,0,0,0,0,0,0,4407888,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2019,0:49,BELT PARKWAY,,,3,0,0,0,0,0,3,0,4408571,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,21:25,47 ROAD,5 STREET,,1,0,0,0,1,0,0,0,4408018,Sedan,Bike,,,,
4/17/2021,11:39,,,100       MERIDIAN ROAD,1,0,0,0,0,0,1,0,4408212,Sedan,,,,,
4/17/2021,15:01,,,5655      BROADWAY,0,0,0,0,0,0,0,0,4408665,Sedan,,,,,
4/17/2021,3:00,EAST 57 STREET,LENOX ROAD,,1,0,0,0,0,0,1,0,4408130,Sedan,Sedan,Sedan,Sedan,Sedan,
4/16/2021,16:48,EAST 125 STREET,MADISON AVENUE,,1,0,0,0,0,0,1,0,4408497,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,2:18,EAST 54 STREET,AVENUE L,,0,0,0,0,0,0,0,0,4408523,Sedan,,,,,
4/17/2021,20:00,SOUTH CONDUIT AVENUE,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,4408170,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,18:30,MARCUS GARVEY BOULEVARD,MONROE STREET,,0,0,0,0,0,0,0,0,4408614,Sedan,Sedan,,,,
4/17/2021,1:45,GOWANUS EXPY (BQE),,,0,0,0,0,0,0,0,0,4407962,Station Wagon/Sport Utility Vehicle,Taxi,,,,
4/17/2021,19:37,SOUTH CONDUIT AVENUE,222 STREET,,0,0,0,0,0,0,0,0,4407979,Sedan,Sedan,,,,
4/17/2021,21:25,EAST 51 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,4408436,Sedan,Bike,,,,
4/17/2021,18:20,SURF AVENUE,BEACH 38 STREET,,0,0,0,0,0,0,0,0,4408061,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,0:30,,,85-08     88 AVENUE,0,0,0,0,0,0,0,0,4408480,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,2:30,Belt parkway,John f kennedy expressway,,0,0,0,0,0,0,0,0,4407947,Sedan,,,,,
4/17/2021,20:20,,,17        NASSAU AVENUE,0,0,0,0,0,0,0,0,4408333,Sedan,Bike,,,,
4/16/2021,21:30,,,255       WEST 23 STREET,0,0,0,0,0,0,0,0,4408443,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,0:52,PARK AVENUE,EAST 149 STREET,,0,0,0,0,0,0,0,0,4407969,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,13:33,,,4424      45 STREET,0,0,0,0,0,0,0,0,4408147,Sedan,,,,,
4/2/2021,12:09,,,550       FLATBUSH AVENUE,0,0,0,0,0,0,0,0,4408536,Taxi,Sedan,,,,
4/15/2021,20:50,CROSS BRONX EXPY RAMP,,,0,0,0,0,0,0,0,0,4408583,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
4/15/2021,20:18,HARLEM RIVER DRIVE,,,3,0,0,0,0,0,3,0,4408490,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/17/2021,14:59,,,1408      WEBSTER AVENUE,0,0,0,0,0,0,0,0,4408035,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,7:50,BAYCHESTER AVENUE,EAST 222 STREET,,0,0,0,0,0,0,0,0,4408159,Station Wagon/Sport Utility Vehicle,Sedan,,,,
3/26/2022,21:10,,,476       UTICA AVENUE,0,0,0,0,0,0,0,0,4513580,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,12:37,PARK AVENUE,,,0,0,0,0,0,0,0,0,4408429,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,
3/26/2022,21:04,111 STREET,101 AVENUE,,2,0,0,0,0,0,0,0,4513582,Station Wagon/Sport Utility Vehicle,Bike,,,,
3/24/2021,22:48,,,190       EAST 95 STREET,0,0,0,0,0,0,0,0,4408474,Sedan,Sedan,,,,
4/17/2021,23:05,MAIN STREET,40 ROAD,,0,0,0,0,0,0,0,0,4408007,Sedan,,,,,
4/17/2021,15:20,,,89        EAST 42 STREET,0,0,0,0,0,0,0,0,4408449,Sedan,E-Scooter,,,,
4/17/2021,23:50,WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,0,0,1,0,4408352,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,19:37,,,415       WEST BROADWAY,1,0,0,0,1,0,0,0,4408181,Sedan,Bike,,,,
4/10/2021,9:19,,,32-42     44 STREET,0,0,0,0,0,0,0,0,4408597,Sedan,,,,,
4/17/2021,4:45,BROADWAY,,,0,0,0,0,0,0,0,0,4408275,Taxi,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,8:45,KINGS HIGHWAY,HUBBARD PLACE,,0,0,0,0,0,0,0,0,4408528,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,9:30,,,320       ROCKAWAY AVENUE,0,0,0,0,0,0,0,0,4408087,Station Wagon/Sport Utility Vehicle,,,,,
4/13/2021,14:50,,,891       ALBANY AVENUE,0,0,0,0,0,0,0,0,4408483,Pick-up Truck,Pick-up Truck,,,,
4/17/2021,19:30,,,169       EAST 125 STREET,0,0,0,0,0,0,0,0,4408511,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,13:30,NEPTUNE AVENUE,,,0,0,0,0,0,0,0,0,4408157,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,8:45,BRUCKNER BOULEVARD,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,4408454,Dump,,,,,
4/17/2021,11:28,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407934,Station Wagon/Sport Utility Vehicle,Taxi,,,,
4/17/2021,11:50,WEST 43 STREET,,,0,0,0,0,0,0,0,0,4408307,Station Wagon/Sport Utility Vehicle,,,,,
4/21/2022,11:18,81 STREET,35 AVENUE,,0,0,0,0,0,0,0,0,4522587,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,16:50,BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,4408321,Sedan,Sedan,,,,
4/17/2021,15:42,ROCKAWAY AVENUE,SUTTER AVENUE,,0,0,0,0,0,0,0,0,4408073,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/17/2021,1:30,HART STREET,,,0,0,0,0,0,0,0,0,4408296,Sedan,,,,,
4/16/2021,11:25,,,1049      RUTLAND ROAD,0,0,0,0,0,0,0,0,4408551,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,12:33,CROSS BAY BOULEVARD,PLATTWOOD AVENUE,,0,0,0,0,0,0,0,0,4408173,Station Wagon/Sport Utility Vehicle,,,,,
2/3/2021,8:50,,,1467      BRONX RIVER AVENUE,0,0,0,0,0,0,0,0,4408565,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,2:29,108 STREET,68 AVENUE,,0,0,0,0,0,0,0,0,4407879,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/5/2021,23:28,HILLSIDE AVENUE,188 STREET,,0,0,0,0,0,0,0,0,4408652,Sedan,Sedan,,,,
3/26/2022,5:04,LEFFERTS BOULEVARD,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,4513960,Sedan,Station Wagon/Sport Utility Vehicle,,,,
3/31/2021,0:01,,,2055      HAVILAND AVENUE,0,0,0,0,0,0,0,0,4408445,Station Wagon/Sport Utility Vehicle,,,,,
4/17/2021,12:35,MORRIS AVENUE,EAST 149 STREET,,0,0,0,0,0,0,0,0,4407968,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/17/2021,18:20,WEST 96 STREET,,,0,0,0,0,0,0,0,0,4407970,Sedan,Motorcycle,,,,
4/17/2021,13:50,BELT PARKWAY,,,1,0,0,0,0,0,1,0,4408376,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,
4/11/2021,22:50,,,7430      AMBOY ROAD,0,0,0,0,0,0,0,0,4408640,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/17/2021,16:20,PELHAM PARKWAY SOUTH,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,4407988,Sedan,Sedan,,,,
4/16/2021,10:00,11 AVENUE,WEST 48 STREET,,1,0,0,0,1,0,0,0,4408438,Station Wagon/Sport Utility Vehicle,Bike,,,,
