Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Collision Type,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make
DD55670022,230071752,Rockville Police Departme,Injury Crash,12/14/2023 16:31,SAME DIR REAR END,699B0013-3FE2-40D3-B835-4CAEA2173883,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,EFA60FAA-3AA9-48DB-98F3-2A1D459EA356,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,40,2006,DODGE
MCP3353001Z,230069152,Montgomery County Police,Injury Crash,11/30/2023 16:19,OTHER,A5175AB4-39D4-4050-9561-07DC2D79497A,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,A7E3FFCE-2794-4D56-852B-16BC48AA9B48,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,BACKING,Unknown,15,2002,TOYOTA
MCP33110020,230055963,Montgomery County Police,Property Damage Crash,9/20/2023 17:04,OTHER,CA9227E4-7388-44A1-AAC3-3F63AB7BAF35,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,39AEC0AF-452C-4B9D-9FE4-BF5626CC8260,SUPERFICIAL,TWO OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,North,35,2008,FORD
MCP26740039,220035367,Montgomery County Police,Property Damage Crash,8/16/2022 16:50,SAME DIR REAR END,4732A40E-7ACD-4074-AD24-F73DADD234EC,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,169B9580-0DC0-4EC1-B9B0-E0E005DD87CC,FUNCTIONAL,SIX OCLOCK,VAN,MAKING LEFT TURN,East,40,2016,HONDA
MCP2863002W,230046487,Montgomery County Police,Injury Crash,7/27/2023 16:40,SAME DIR REAR END,C933F5FE-D970-4976-AD78-B750FA4C2158,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,E3763729-4991-4751-B04E-42083783F5EE,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,35,2008,TOYT
MCP30210073,230070018,Montgomery County Police,Property Damage Crash,12/5/2023 14:15,STRAIGHT MOVEMENT ANGLE,E4AA716D-D0A8-49E9-A144-5CB18E3EDA1D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5724187C-8501-4426-A22F-15FDF1E41987,DISABLING,TEN OCLOCK,PASSENGER CAR,PARKED,,0,2016,TOYOTA
MCP2450004S,230066759,Montgomery County Police,Property Damage Crash,11/16/2023 18:00,SAME DIR REAR END,7D326CD5-F2DD-40EF-90DC-4D2654CC19F5,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,2DD144AA-C045-4B9A-8613-A847CE3B246A,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2013,HUNDAI
MCP3351001G,230051861,Montgomery County Police,Property Damage Crash,8/28/2023 15:26,STRAIGHT MOVEMENT ANGLE,BC9D0D25-BAE5-4448-857E-1DADEAB47107,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,BFD87795-984C-49AF-AB80-FBC0DA3019B3,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,2001,TOYOTA
DD56480018,220046848,Rockville Police Departme,Property Damage Crash,10/25/2022 12:00,OTHER,12EAF65E-4FDB-4542-9CFD-45C4D6C0EA3D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,80875A13-17CE-4C19-B8AA-762787CB112B,SUPERFICIAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,PARKING,South,5,2017,ACURA
MCP3280003V,230050648,Montgomery County Police,Property Damage Crash,8/22/2023 8:20,SAME DIR REAR END,D72F1312-185B-443E-B829-4F44DDF46544,No,NO APPARENT INJURY,"BACKUP DUE TO PRIOR CRASH, N/A",DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,473F6B8D-57BC-4353-8C40-A8CE7CCE0B26,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,55,2018,FORD
MCP3334001V,230064214,Montgomery County Police,Property Damage Crash,11/3/2023 14:43,SAME DIR REAR END,28DFCF24-49B7-4534-88F7-2896953F2294,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,C531FD35-A3B2-4545-AE20-00A483D43381,UNKNOWN,UNKNOWN,(SPORT) UTILITY VEHICLE,UNKNOWN,North,10,2016,HONDA
MCP30100094,230070923,Montgomery County Police,Property Damage Crash,12/10/2023 12:55,SAME DIRECTION SIDESWIPE,854A7950-FEDC-4ACE-8FBD-25DBD4F071B1,Yes,NO APPARENT INJURY,"BACKUP DUE TO NON-RECURRING INCIDENT, RAIN, SNOW, WET",UNKNOWN,,ADA3F09B-27EC-496D-86CD-8FCFA12A4427,UNKNOWN,UNKNOWN,,PASSING,East,30,0,UNKNOWN
MCP3274001W,230057399,Montgomery County Police,Injury Crash,9/28/2023 20:00,SAME DIR REAR END,3382AE7A-298E-4A05-84AA-76FFE593B394,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0E156B25-E910-4551-BA90-A41AD202FD77,UNKNOWN,SIX OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,Unknown,10,2020,CHEVY
MCP32900026,230033569,Montgomery County Police,Property Damage Crash,7/14/2023 14:22,SAME DIR REAR END,42394778-78CC-4A0D-82E0-BC0A7950299F,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,D7C5FA89-92AA-4A92-8F9D-9F4A5DFD5ECF,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,CHANGING LANES,North,35,2013,INFI
MCP003600HH,230067663,Montgomery County Police,Injury Crash,11/21/2023 16:23,STRAIGHT MOVEMENT ANGLE,57B579E2-AB13-4882-9AD4-5FD10E37AEBA,No,SUSPECTED SERIOUS INJURY,"N/A, WET",NOT DISTRACTED,MD,71DABC5B-99BF-4870-B4AF-DC41553B02B4,DESTROYED,NINE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,40,2012,TOYOTA
EJ786600CN,230057666,Gaithersburg Police Depar,Property Damage Crash,9/30/2023 10:34,STRAIGHT MOVEMENT ANGLE,8AA9D375-2C97-4EDA-95C8-6BA9056AD6C6,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MI,D5EE4E4F-6612-4371-BDAB-B5A0BE3EBE7B,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,East,35,2023,FORD
MCP91180048,230071828,Montgomery County Police,Property Damage Crash,12/15/2023 4:06,SAME DIR REAR END,29475A70-04F9-4478-9F6B-1000F5B3CBA0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,TX,C2487546-2726-4A82-98E1-493A029632C2,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,North,35,2016,BMW
MCP3113005B,230056586,Montgomery County Police,Property Damage Crash,9/24/2023 8:00,HEAD ON LEFT TURN,FB50A42C-9EB2-4A88-8CE3-78BE1E07B6A0,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,E9609369-C30D-4D8B-B8F7-12279495F5D5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,30,2013,HYUNDAI
DM8352000M,230050704,Takoma Park Police Depart,Injury Crash,8/22/2023 13:19,SAME DIR REAR END,93202CB9-85AD-4256-9AB2-860F372EACBC,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,92842C1E-09B8-4C7F-8547-AA9AC2CB3626,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,2012,LEXUS
EJ7889004F,230067882,Gaithersburg Police Depar,Property Damage Crash,11/22/2023 20:20,SAME DIR REAR END,6EEC24EA-5470-4E65-B49B-73143A413765,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,10451ADC-38DF-4913-AD8C-0A27235184E2,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,30,2013,TESL
MCP3145004B,230066957,Montgomery County Police,Property Damage Crash,11/17/2023 18:45,OTHER,EFAD2279-F124-4EB7-8421-262A082B970D,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,6F0FAF85-3D49-4DC0-95F5-EFCCB4924F93,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,CHANGING LANES,West,35,2023,TOYT
MCP24550063,230050737,Montgomery County Police,Injury Crash,8/22/2023 16:38,STRAIGHT MOVEMENT ANGLE,1976DA20-3369-4D89-8638-63197393B56A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,36BC64EF-223D-4C09-A2EB-5006B30B1274,DISABLING,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,40,2021,TOYT
MCP10170010,180027456,Montgomery County Police,Property Damage Crash,5/31/2018 14:10,OTHER,26FD800F-1737-4F03-A681-636D0852661D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,DE,BC123776-8280-4433-9987-1A081ABBC1A9,SUPERFICIAL,THREE OCLOCK,PICKUP TRUCK,N/A,Unknown,0,2017,FORD
MCP2603005Y,230073450,Montgomery County Police,Property Damage Crash,12/24/2023 13:51,OTHER,EF99ABE1-2029-4F1F-ABE4-10F4A1AAA8DB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,448D00BB-CD6D-4C5C-AB71-8E799B5844D6,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,PARKED,,5,2013,HONDA
MCP13660054,16049676,Montgomery County Police,Property Damage Crash,9/27/2016 11:42,SAME DIRECTION SIDESWIPE,A3AB4389-9C64-4E92-B102-1BC6BE6050CF,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,794189F8-46D6-4885-AC11-181E54BEB4DF,FUNCTIONAL,THREE OCLOCK,PASSENGER CAR,CHANGING LANES,East,30,2006,HOND
MCP24640032,230064807,Montgomery County Police,Property Damage Crash,11/6/2023 22:30,SAME DIR REAR END,28C0AD13-1039-45F7-9AA0-08557055C669,Yes,NO APPARENT INJURY,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",UNKNOWN,MD,48DFAECC-78B8-4A39-8874-DBBF393DCCE9,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,55,2003,INFINI
MCP0617005L,230066883,Montgomery County Police,Property Damage Crash,11/17/2023 11:33,STRAIGHT MOVEMENT ANGLE,CD83F6A1-F8F2-4524-BB5C-AB3E043971CD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,81C0746E-99B7-4C6F-87BC-612D53D135AD,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,2007,TOYT
MCP3309001Z,230061169,Montgomery County Police,Property Damage Crash,10/17/2023 23:17,SINGLE VEHICLE,46F250A9-A669-440F-B408-4085AF5A9BD9,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,90878505-2625-4684-8F83-D179A197575D,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,NEGOTIATING A CURVE,South,40,1997,HOND
DD5635004H,230066336,Rockville Police Departme,Property Damage Crash,11/14/2023 17:10,SAME DIR REAR END,A98A0F43-5950-4F38-9539-F0C4B72990A5,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,418C0552-4947-418B-BCCC-2689C1B5C770,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,50,2019,AUDI
MCP3368001N,230051961,Montgomery County Police,Injury Crash,8/29/2023 9:47,HEAD ON,637B5991-ACF7-4055-9697-76BBF7D10FF7,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,25035B80-DB0E-4BAE-B5CB-A6A2F192D53D,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35,2013,TOYT
MCP3201004Z,230065927,Montgomery County Police,Property Damage Crash,11/12/2023 13:07,STRAIGHT MOVEMENT ANGLE,4DA2F934-6549-452A-BB5E-9E727ACD1874,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0768A506-1B7A-44DB-AF84-1D9D57E5FCE6,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,2008,CHEV
MCP3207003J,230053463,Montgomery County Police,Property Damage Crash,9/6/2023 15:52,STRAIGHT MOVEMENT ANGLE,452E423A-598D-4367-9E49-1DBDC6EC8F27,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B04761B1-E00E-4595-9EB6-3E9FD7D0C500,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,2005,TOYT
MCP3311000N,220013134,Montgomery County Police,Property Damage Crash,3/26/2022 13:50,OTHER,4F98F07E-93F5-4B3D-AE70-BBA71B7AB593,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,B5B626A2-42A1-4AB8-908E-592FA287695A,UNKNOWN,ONE OCLOCK,PASSENGER CAR,BACKING,West,0,2022,TOYOTA
MCP3299002T,230035045,Montgomery County Police,Property Damage Crash,7/23/2023 13:13,SAME DIR REAR END,532C8956-7EA0-4DB0-8F9F-E9789110D02E,Yes,NO APPARENT INJURY,N/A,OTHER CELLULAR PHONE RELATED,MD,B2CBA1B6-DCF9-4078-9628-69F48FAE9A55,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,2015,ACURA
MCP3267001W,230050002,Montgomery County Police,Property Damage Crash,8/17/2023 21:43,SAME DIR REAR END,BCF78223-0004-44B4-B3F3-4C220D36D633,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,31C47956-F807-4D4B-AFCB-4C2F3A377536,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2007,TOYOTA
EJ78890048,230060581,Gaithersburg Police Depar,Property Damage Crash,10/14/2023 21:45,STRAIGHT MOVEMENT ANGLE,6D5D0434-B127-4802-8830-9EAC9E33F1FB,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,5835E1FD-A6DF-4B4F-9677-A5BF88913059,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,2007,TOYT
MCP3022005J,230067126,Montgomery County Police,Property Damage Crash,11/18/2023 16:36,ANGLE MEETS LEFT TURN,76EE7DF1-2735-4EE8-B700-87B5860B0D75,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,58AD44E8-428B-4F37-BBF6-7D8AEBC6B814,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2015,FORD
MCP32350027,230062030,Montgomery County Police,Property Damage Crash,10/23/2023 1:15,SAME DIRECTION SIDESWIPE,1590BB9A-1EB3-4A8B-837D-8CEF7B50661D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,0FD6F6B1-2D4F-4AC0-97C1-0D1E9848E281,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,North,25,2015,VOLKSWAGEN
EJ78860037,230052873,Gaithersburg Police Depar,Property Damage Crash,9/3/2023 1:18,STRAIGHT MOVEMENT ANGLE,13CA8B72-C647-458F-B4CE-5F952A73F555,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,9B8A4897-9C0B-4D96-BDAC-1348B57509FE,DISABLING,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,25,2015,CHEVROLET
MCP285900DT,230053928,Montgomery County Police,Injury Crash,9/9/2023 9:40,SAME DIR REAR END,899DEC91-111B-4A49-AE0D-9638209F097B,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,F6C1F404-90A3-419A-991F-4E18108BF5CB,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,30,2014,CHEV
EJ786600CH,230049458,Gaithersburg Police Depar,Property Damage Crash,8/14/2023 18:20,SAME DIR REAR END,D4B45145-5433-4073-906A-7F8F49231BF3,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,1A63F026-B957-43CC-8DE1-030BBE69DBD8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2013,HOND
MCP0617005M,230067945,Montgomery County Police,Injury Crash,11/23/2023 11:07,SINGLE VEHICLE,A0E607DF-A238-465D-B80E-5530A47DCCAF,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,XX,B69D603E-3904-4150-A5F6-34D1C6E7A44A,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,2002,FORD
MCP2456007Q,230053740,Montgomery County Police,Property Damage Crash,9/8/2023 6:45,SAME DIRECTION RIGHT TURN,02F3D3BD-C418-4B5F-8E43-81D5276D3D06,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,8BAF4315-C1A3-41EB-8B4F-6B4B32AE9F52,SUPERFICIAL,TEN OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,North,40,2020,BU
MCP2738004R,230046918,Montgomery County Police,Injury Crash,7/30/2023 5:29,SAME DIR REAR END,4F007D92-3F0A-48E8-837D-43D85053CE3A,Unknown,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,FCB7C5E7-155F-46BB-AA19-33A082BE1361,DESTROYED,SEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,2022,LEXUS
DD5567001Z,230071625,Rockville Police Departme,Property Damage Crash,12/14/2023 7:24,OTHER,6F418C1C-6E2A-4F90-8B05-45098CC7FEE8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,7D92C561-3DB8-46FB-94E7-12602268615E,FUNCTIONAL,EIGHT OCLOCK,OTHER,MAKING LEFT TURN,North,0,2014,MACK
MCP25920034,230054180,Montgomery County Police,Property Damage Crash,9/11/2023 7:17,SAME DIRECTION SIDESWIPE,B36020A1-63D5-4215-817A-6B73AAB3A68F,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,E71B0386-AAB4-4AD2-B634-84A18EBB9400,FUNCTIONAL,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,2012,TOYT
MCP285900F8,230067825,Montgomery County Police,Injury Crash,11/22/2023 13:50,SAME DIRECTION LEFT TURN,AE468975-E0F8-4202-9079-BEE2953C575B,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,13718D9F-0E21-44D6-9A70-96984CD83C91,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING U TURN,North,30,2014,HOND
MCP28350036,230059225,Montgomery County Police,Property Damage Crash,10/8/2023 3:33,SAME DIR REAR END,02DF1C65-AC64-413A-9BF0-F64DB72F1C40,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C69E0BB4-9098-4D61-8BAC-CBAE58052BFC,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,30,2015,CHEV
HA2451000B,23000655,Maryland-National Capital,Property Damage Crash,4/12/2023 18:59,OTHER,215B8D42-A2CB-4870-BAB4-DE4E1FEF4E48,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,255674CE-4FE4-4998-BC7C-E4BDE69949E4,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,PARKING,North,15,2012,TOYOTA
MCP3214002F,230065489,Montgomery County Police,Injury Crash,11/9/2023 23:05,SINGLE VEHICLE,40B24EA4-AC59-4BB0-9A21-0F8A200461C1,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,50785BD0-FFE0-4AF1-951D-962E641AF344,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,2016,HONDA
MCP94420009,15054153,MONTGOMERY,Property Damage Crash,10/25/2015 11:15,SAME DIR REAR END,38178A83-E566-4C2A-8EA3-EDCEBB1534B7,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,A1C7EAD5-8EBF-4A40-B566-F6DDD6DD2F5F,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,35,2000,HOND
MCP2948006L,230063683,Montgomery County Police,Property Damage Crash,10/31/2023 21:05,SAME DIRECTION SIDESWIPE,47BBD23E-5C90-4AB9-B7EA-55DCF5B082AA,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,708FD267-0CFD-4AFE-AA6B-9B6CB0C872A2,UNKNOWN,TEN OCLOCK,,MOVING CONSTANT SPEED,East,35,0,UNKNOWN
MCP21820033,230064188,Montgomery County Police,Property Damage Crash,10/23/2023 16:45,SAME DIR REND RIGHT TURN,6AF5C826-F125-4F55-99E7-72D7C88E8C53,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0F0F05CA-361C-4518-88A1-D8D4FA3DEF2B,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,20,2011,TOYOTA
MCP30520023,190047127,Montgomery County Police,Injury Crash,10/1/2019 20:20,SAME DIRECTION SIDESWIPE,2150F2D2-D611-47B0-B892-5AC35A6C4E5C,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,94041AD0-DB9B-4C73-9E8A-19D71DF22AF8,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,2016,TOYOTA
MCP9419004P,230051956,Montgomery County Police,Injury Crash,8/29/2023 9:25,SINGLE VEHICLE,77891F3D-AEF6-4E10-B437-78579FB62EB2,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,FEB5060B-4AD8-4589-9FC3-57FF1F0B0947,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,40,2012,TOYOTA
MCP3372001J,230059021,Montgomery County Police,Property Damage Crash,10/6/2023 19:39,SINGLE VEHICLE,CF628B4B-94DA-4E65-9A01-2F72639EB417,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,1857D18F-39EE-4C87-BBAC-E4F7D2E15DFD,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,25,2023,KIA
MCP3086009K,230056011,Montgomery County Police,Property Damage Crash,9/20/2023 20:50,ANGLE MEETS LEFT TURN,888F0F95-C499-4530-82AD-1C645257480F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C6839DF7-D696-4C00-8A5B-1F7822662F6E,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,2012,TOYOTA
MCP32640041,230056924,Montgomery County Police,Property Damage Crash,9/26/2023 10:00,SAME DIR REAR END,5BA7E4E2-FC30-4662-BAF8-CAE27978AD7D,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",INATTENTIVE OR LOST IN THOUGHT,MD,B766E694-6E87-4BD1-A458-269322CD9FA9,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,2005,NISSAN
MCP3163006C,230069672,Montgomery County Police,Property Damage Crash,12/3/2023 18:47,SAME DIR REAR END,C811DDAB-224C-4AC2-987B-1FC78ED03B67,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,3B97B8A7-A10F-4508-A314-41CA1BDF9317,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,South,35,2011,VOLV
MCP2966006W,230060564,Montgomery County Police,Property Damage Crash,10/14/2023 20:07,SAME DIR REAR END,CD7DF1A8-23AC-4F27-BB8E-BF52ABF7D16C,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,88952A46-95AE-4609-98E1-E45616DA0709,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,South,25,2007,TOYOTA
EJ7898001K,230064506,Gaithersburg Police Depar,Injury Crash,11/5/2023 8:50,OTHER,3431995B-13EA-437B-A64A-334A71C49A66,Unknown,SUSPECTED MINOR INJURY,N/A,UNKNOWN,XX,FB42C393-1045-460E-B69D-0047D2369A19,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,2023,TOYOTA
MCP30510071,230056146,Montgomery County Police,Property Damage Crash,9/21/2023 15:50,OTHER,489DCE00-B5DA-492A-B69B-E7D8FCC68DD4,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,2141F416-82DA-49A4-ACE5-C7D1208B0460,SUPERFICIAL,EIGHT OCLOCK,TRANSIT BUS,MAKING LEFT TURN,East,35,2013,GILLIG
MCP2298013W,230047105,Montgomery County Police,Property Damage Crash,7/31/2023 11:53,OTHER,612A96C1-DB3D-4DCD-B835-6055DA7343D1,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4FF3A3CA-C747-4757-86C5-6D20EA5C4A8B,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,BACKING,Unknown,10,2011,JEEP
MCP235300CF,230062636,Montgomery County Police,Property Damage Crash,10/26/2023 9:32,SAME DIRECTION SIDESWIPE,638198EC-0EF5-46D8-B885-1CEA7AD650AA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AEC147DE-640D-4524-ABF6-B5B0CCCF7995,SUPERFICIAL,TEN OCLOCK,TRANSIT BUS,UNKNOWN,South,35,2013,THOMAS
MCP2648000G,15034147,MONTGOMERY,Property Damage Crash,7/11/2015 23:30,OTHER,AF86A96D-8342-4405-BECB-1B5FE34B94BA,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,CEBD257A-C75E-4C4F-906E-38388AE25846,UNKNOWN,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,2004,TOYOTA
MCP3372001N,230061514,Montgomery County Police,Property Damage Crash,10/19/2023 19:26,SINGLE VEHICLE,02DEC22C-5E79-4BBB-9FB8-AAE372E5D0ED,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,E7125756-FDA3-4003-A0F7-8A48CC92A0E7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,2010,CHRY
MCP33670017,230054285,Montgomery County Police,Property Damage Crash,9/11/2023 16:46,OTHER,A98A7F2B-D8BE-4770-8BE6-72E3C70B3C4F,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4AD00BC1-3EA4-4FA2-946F-AA174A3C8E78,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,2010,INFINTY
DD5664000S,230048180,Rockville Police Departme,Property Damage Crash,8/7/2023 10:13,HEAD ON LEFT TURN,0EE00227-5DD0-4D6C-8985-134FF7A702AD,No,NO APPARENT INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,94320AEA-CC9C-4CD3-A531-9FBB6EF9B506,DISABLING,NINE OCLOCK,PASSENGER CAR,ACCELERATING,North,25,2008,BMW
DD5660000G,230057746,Rockville Police Departme,Injury Crash,9/30/2023 19:16,SAME DIR REND LEFT TURN,7C1352C8-2744-48B6-9D8F-FF23A832E982,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,C6D304A8-5E44-48E2-881A-7AFA71AF2B25,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,2019,HONDA
